,external_temperature_left,external_temperature_right,temperature
2022-01-15 22:55:00+00:00,51.00927688922738,42.53156659150481,25.19739876931162
2022-01-15 23:00:00+00:00,50.93951792615159,42.52104439433654,25.198265846207747
2022-01-15 23:05:00+00:00,50.89301195076772,42.51402959622436,25.198843897471832
2022-01-15 23:10:00+00:00,50.86200796717848,42.47601973081624,25.199229264981224
2022-01-15 23:15:00+00:00,50.84133864478565,42.45067982054416,25.199486176654148
2022-01-15 23:20:00+00:00,50.82755909652377,42.433786547029435,25.199657451102766
2022-01-15 23:25:00+00:00,50.81837273101585,42.38919103135296,25.19977163406851
2022-01-15 23:30:00+00:00,50.8122484873439,42.359460687568635,25.199847756045674
2022-01-15 23:35:00+00:00,50.808165658229264,42.33964045837909,25.199898504030447
2022-01-15 23:40:00+00:00,50.80544377215284,42.326426972252726,25.199932336020296
2022-01-15 23:45:00+00:00,50.836962514768565,42.31761798150182,25.16662155734686
2022-01-15 23:50:00+00:00,50.85797500984571,42.31174532100121,25.144414371564576
2022-01-15 23:55:00+00:00,50.871983339897135,42.30783021400081,25.129609581043052
2022-01-16 00:00:00+00:00,50.88132222659809,42.3052201426672,25.119739720695367
2022-01-16 00:05:00+00:00,50.854214817732064,42.30348009511147,25.113159813796912
2022-01-16 00:10:00+00:00,50.83614321182137,42.30232006340764,25.10877320919794
2022-01-16 00:15:00+00:00,50.79076214121425,42.26821337560509,25.13918213946529
2022-01-16 00:20:00+00:00,50.760508094142835,42.24547558373673,25.159454759643527
2022-01-16 00:25:00+00:00,50.70700539609522,42.230317055824486,25.17296983976235
2022-01-16 00:30:00+00:00,50.67133693073015,42.220211370549656,25.181979893174898
2022-01-16 00:35:00+00:00,50.6475579538201,42.213474247033105,25.18798659544993
2022-01-16 00:40:00+00:00,50.66503863588006,42.20898283135541,25.191991063633285
2022-01-16 00:45:00+00:00,50.67669242392004,42.23932188757027,25.194660709088854
2022-01-16 00:50:00+00:00,50.684461615946695,42.259547925046846,25.1964404727259
2022-01-16 00:55:00+00:00,50.72297441063113,42.27303195003123,25.197626981817265
2022-01-16 01:00:00+00:00,50.74864960708742,42.28202130002082,25.198417987878177
2022-01-16 01:05:00+00:00,50.76576640472495,42.28801420001388,25.198945325252115
2022-01-16 01:10:00+00:00,50.743844269816634,42.29200946667592,25.199296883501408
2022-01-16 01:15:00+00:00,50.72922951321109,42.29467297778395,25.199531255667605
2022-01-16 01:20:00+00:00,50.719486342140726,42.29644865185596,25.199687503778403
2022-01-16 01:25:00+00:00,50.67965756142715,42.29763243457064,25.1997916691856
2022-01-16 01:30:00+00:00,50.65310504095143,42.29842162304709,25.1998611127904
2022-01-16 01:35:00+00:00,50.635403360634285,42.29894774869806,25.199907408526936
2022-01-16 01:40:00+00:00,50.656935573756186,42.29929849913204,25.19993827235129
2022-01-16 01:45:00+00:00,50.67129038250412,42.26619899942136,25.199958848234193
2022-01-16 01:50:00+00:00,50.68086025500275,42.24413266628091,25.19997256548946
2022-01-16 01:55:00+00:00,50.72057350333517,42.229421777520606,25.19998171032631
2022-01-16 02:00:00+00:00,50.74704900222344,42.21961451834707,25.199987806884206
2022-01-16 02:05:00+00:00,50.764699334815624,42.213076345564716,25.199991871256135
